DB00001	Lepirudin	OTQCKZUSUGYWBD-BRHMIFOHSA-N
DB04874	Picoplatin	IIMIOEBMYPRQGU-UHFFFAOYSA-L
DB04875	Pralnacasan	CXAGHAZMQSCAKJ-WAHHBDPQSA-N
DB04876	Vildagliptin	SYOKIDBDQMKNDQ-XWTIBIIYSA-N
DB04877	Voacamine	VCMIRXRRQJNZJT-XRMSBCOFSA-N
DB04878	Voglibose	FZNCGRZWXLXZSZ-CIQUZCHMSA-N
DB04879	Vatalanib	YCOYDOIWSSHVCK-UHFFFAOYSA-N
DB04880	Enoximone	ZJKNESGOIKRXQY-UHFFFAOYSA-N
DB04881	Elacridar	OSFCMRGOZNQUSW-UHFFFAOYSA-N
DB04882	Edotecarin	QMVPQBFHUJZJCS-NTKFZFFISA-N
DB04883	Darusentan	FEJVSJIALLTFRP-LJQANCHMSA-N
DB04884	Dapoxetine	USRHYDPUVLEVMC-FQEVSTJZSA-N
DB04885	Cilansetron	NCNFDKWULDWJDS-OAHLLOKOSA-N
DB04886	Calanolide A	NIDRYBLTWYFCFV-FMTVUPSXSA-N
DB04887	Brecanavir	JORVRJNILJXMMG-OLNQLETPSA-N
DB04888	Bifeprunox	CYGODHVAJQTCBG-UHFFFAOYSA-N
DB04889	Bicifadine	OFYVIGTWSQPCLF-UHFFFAOYSA-N
DB04890	Bepotastine	YWGDOWXRIALTES-UHFFFAOYSA-N
DB04891	Becocalcidiol	QSLUXQQUPXBIHH-YHSKWIAJSA-N
DB04892	Phenserine	PBHFNBQPZCRWQP-QUCCMNQESA-N
DB04894	Vapreotide	SWXOGPJRIDTIRL-DOUNNPEJSA-N
DB04896	Milnacipran	GJJFMKBJSRMPLA-UHFFFAOYSA-N
DB04898	Ximelagatran	ZXIBCJHYVWYIKI-PZJWPPBQSA-N
DB04900	Thymalfasin	NZVYCXVTEHPMHE-ZSUJOUNUSA-N
DB04902	Ticagrelor	OEKWJQXRCDYSHL-FNOIDJSQSA-N
DB04903	Pagoclone	HIUPRQPBWVEQJJ-UHFFFAOYSA-N
DB04905	Tesmilifene	NFIXBCVWIPOYCD-UHFFFAOYSA-N
DB04906	Voclosporin	BICRTLVBTLFLRD-PTWUADNWSA-N
DB04908	Flibanserin	PPRRDFIXUUSXRA-UHFFFAOYSA-N
DB04909	Sitamaquine	RVAKDGYPIVSYEU-UHFFFAOYSA-N
DB04910	Oxibendazole	RAOCRURYZCVHMG-UHFFFAOYSA-N
DB04911	Oritavancin	VHFGEBVPHAGQPI-LXKZPTCJSA-N
DB04912	Stannsoporfin	LLDZJTIZVZFNCM-UHEVNVKKSA-J
DB04915	Idronoxil	ZZUBHVMHNVYXRR-UHFFFAOYSA-N
DB04917	Renzapride	YFUAYKVMQVBSNG-UHFFFAOYSA-N
DB04918	Ceftobiprole	VOAZJEPQLGBXGO-SDAWRPRTSA-N
DB04920	Clevidipine	KPBZROQVTHLCDU-UHFFFAOYSA-N
DB04922	Gabapentin enacarbil	TZDUHAJSIBHXDL-UHFFFAOYSA-N
DB04924	Itopride	QQQIECGTIMUVDS-UHFFFAOYSA-N
DB04926	Neramexane	OGZQTTHDGQBLBT-UHFFFAOYSA-N
DB04930	Permethrin	RLLPVAHGXHCWKJ-UHFFFAOYSA-N
DB04931	Afamelanotide	UAHFGYDRQSXQEB-LEBBXHLNSA-N
DB04933	Eritoran	BPSMYQFMCXXNPC-MFCPCZTFSA-N
DB04934	Rifalazil	UEFHFKKWYKVLDC-HTQYORAHSA-N
DB04936	Tagatose	BJHIKXHVCXFQLS-PQLUHFTBSA-N
DB04938	Ospemifene	LUMKNAVTFCDUIE-VHXPQNKSSA-N
DB04940	Eribulin	UFNVPOGXISZXJD-WVMZDRIUSA-N
DB04942	Tamibarotene	MUTNCGKQJGXKEM-UHFFFAOYSA-N
DB04944	Acadesine	RTRQQBHATOEIAF-UUOKFMHZSA-N
DB04946	Iloperidone	XMXHEBAFVSFQEX-UHFFFAOYSA-N
DB04947	Altropane	GTQLIPQFXVKRKJ-UNSMHXHVSA-N
DB04948	Lofexidine	KSMAGQUYOIHWFS-UHFFFAOYSA-N
DB04951	Pirfenidone	ISWRGOKTTBVCFA-UHFFFAOYSA-N
DB04952	Ramoplanin	KGZHFKDNSAEOJX-GVRPVQITSA-N
DB04953	Ezogabine	PCOBBVZJEWWZFR-UHFFFAOYSA-N
DB04954	Tecadenoson	OESBDSFYJMDRJY-BAYCTPFLSA-N
DB04957	Azimilide	MREBEPTUUMTTIA-UHFFFAOYSA-N
DB04960	Tipifarnib	PLHJCIYEEKOWNM-HHHXNRCGSA-N
DB04961	Troxacitabine	RXRGZNYSEHTMHC-BQBZGAKWSA-N
DB04967	Lucanthone	FBQPGGIHOFZRGH-UHFFFAOYSA-N
DB04970	Lesopitron	AHCPKWJUALHOPH-UHFFFAOYSA-N
DB04971	Reglitazar	QBQLYIISSRXYKL-UHFFFAOYSA-N
DB04972	Canfosfamide	OJLHWPALWODJPQ-QNWVGRARSA-N
DB04975	Banoxantrone	YZBAXVICWUUHGG-UHFFFAOYSA-N
DB04977	Plitidepsin	UUSZLLQJYRSZIS-LXNNNBEUSA-N
DB04982	Talampanel	JACAAXNEHGBPOQ-LLVKDONJSA-N
DB04983	Denufosol	FPNPSEMJLALQSA-MIYUEGBISA-N
DB04996	Satraplatin	CKNPWBAXEKSCRG-UHFFFAOYSA-J
DB04998	AGRO100	DFYPFJSPLUVPFJ-QJEDTDQSSA-N
DB05003	Imexon	BIXBBIPTYBJTRY-UHFFFAOYSA-N
DB05005	Vercirnon	JRWROCIMSDXGOZ-UHFFFAOYSA-N
DB05007	Tesevatinib	HVXKQKFEHMGHSL-QKDCVEJESA-N
DB05008	NB-001	CVPTTZZCRDVGSU-UHFFFAOYSA-N
DB05009	Apadenoson	FLEVIENZILQUKB-XTWQNQIISA-N
DB05010	SGS-742	ONNMDRQRSGKZCN-UHFFFAOYSA-N
DB05013	Ingenol mebutate	VDJHFHXMUKFKET-UXMMOKKRSA-N
DB05015	Belinostat	NCNRHFGMJRPRSK-MDZDMXLPSA-N
DB05016	Ataluren	OOUGLTULBSNHNF-UHFFFAOYSA-N
DB05018	Migalastat	LXBIFEVIBLOUGU-DPYQTVNSSA-N
DB05021	EMZ702	NZVYCXVTEHPMHE-ZSUJOUNUSA-N
DB05022	Amonafide	UPALIKSFLSVKIS-UHFFFAOYSA-N
DB05025	Arimoclomol	SGEIEGAXKLMUIZ-CYBMUJFWSA-N
DB05026	Nelotanserin	COSPVUFTLGQDQL-UHFFFAOYSA-N
DB05030	Foretinib	CXQHYVUVSFXTMY-UHFFFAOYSA-N
DB05031	Arbaclofen Placarbil	JXTAALBWJQJLGN-KSSFIOAISA-N
DB05034	Ularitide	IUCCYQIEZNQWRS-DWWHXVEHSA-N
DB05035	Eprotirome	VPCSYAVXDAUHLT-UHFFFAOYSA-N
DB05037	AT-7519	OVPNQJVDAFNBDN-UHFFFAOYSA-N
DB05038	Anatibant	XUHBBTKJWIBQMY-MHZLTWQESA-N
DB05039	Indacaterol	QZZUEBNBZAPZLX-QFIPXVFZSA-N
DB05041	Brivudine	ODZBBRURCPAEIQ-PIXDULNESA-N
DB05045	Obinepitide	LDUARVOCMXITCM-ILMFCTMOSA-N
DB05047	CX717	KFRQROSRKSVROW-UHFFFAOYSA-N
DB05048	Cannabinor	GSTZHANFXAKPSE-MXTREEOPSA-N
DB05053	MB-07803	CTKZZUXRWBCFEI-UHFFFAOYSA-N
DB05057	Erdosteine	QGFORSXNKQLDNO-UHFFFAOYSA-N
DB05058	Tavaborole	LFQDNHWZDQTITF-UHFFFAOYSA-N
DB05062	INCB-9471	ZMCJFJZOSKEMOM-DNKZPPIMSA-N
DB05065	Dutogliptin	DVJAMEIQRSHVKC-BDAKNGLRSA-N
DB05066	Ibudilast	ZJVFLBOZORBYFE-UHFFFAOYSA-N
DB05067	Naltrexone	DQCKKXVULJGBQN-XFWGSAIBSA-N
DB05075	TG-100801	JMGXJHWTVBGOKG-UHFFFAOYSA-N
DB05076	Fenretinide	AKJHMTWEGVYYSE-FXILSDISSA-N
DB05083	Rilpivirine	YIBOMRUWOWDFLG-ONEGZZNKSA-N
DB05087	Ganaxolone	PGTVWKLGGCQMBR-FLBATMFCSA-N
DB05088	Tetrathiomolybdate	CXVCSRUYMINUSF-UHFFFAOYSA-N
DB05094	Enzalutamide	WXCXUHSOUPDCQV-UHFFFAOYSA-N
DB05095	Cimicoxib	KYXDNECMRLFQMZ-UHFFFAOYSA-N
DB05100	Prinomastat	YKPYIPVDTNNYCN-INIZCTEOSA-N
DB05102	Rupintrivir	CAYJBRBGZBCZKO-BHGBQCOSSA-N
DB05103	AN-9	GYKLFBYWXZYSOW-UHFFFAOYSA-N
DB05104	Asimadoline	JHLHNYVMZCADTC-LOSJGSFVSA-N
DB05105	Pleconaril	KQOXLKOJHVFTRN-UHFFFAOYSA-N
DB05107	16-Bromoepiandrosterone	CWVMWSZEMZOUPC-JUAXIXHSSA-N
DB05109	Trabectedin	PKVRCIRHQMSYJX-AIFWHQITSA-N
DB05116	Thymectacin	CFBLUORPOFELCE-BACVZHSASA-N
DB05119	Rilapladib	NNBGCSGCRSCFEA-UHFFFAOYSA-N
DB05123	Gemcabene	SDMBRCRVFFHJKR-UHFFFAOYSA-N
DB05128	Aminocandin	UMNFJRNUJIBDSK-NMVZEWDOSA-N
DB05129	Elsamitrucin	MGQRRMONVLMKJL-KWJIQSIXSA-N
DB05134	Tanespimycin	AYUNIORJHRXIBJ-TXHRRWQRSA-N
DB05137	Lobeline	MXYUKLILVYORSK-HBMCJLEFSA-N
DB05143	OXI-4503	GSOXMQLWUDQTNT-WAYWQWQTSA-N
DB05152	NGX267	PHOZOHFUXHPOCK-QMMMGPOBSA-N
DB05153	Cabozantinib	ONIQOQHATWINJY-UHFFFAOYSA-N
DB05154	Pretomanid	ZLHZLMOSPGACSZ-NSHDSACASA-N
DB05155	CR665	DBOGGOVKHSCMNB-OMRVPHBLSA-N
DB05168	Vintafolide	KUZYSQSABONDME-QRLOMCMNSA-N
DB05171	E-2012	PUOAETJYKQITMO-LANLRWRYSA-N
DB05176	Brincidofovir	WXJFKKQWPMNTIM-VWLOTQADSA-N
DB05186	SQ-109	JFIBVDBTCDTBRH-REZTVBANSA-N
DB05187	Elafibranor	AFLFKFHDSCQHOL-IZZDOVSWSA-N
DB05188	KD3010	SUTQDFLDQUPTKX-QVLMFNNZSA-N
DB05193	Mericitabine	MLESJYFEMSJZLZ-MAAOGQSESA-N
DB05197	Sofalcone	GFWRVVCDTLRWPK-KPKJPENVSA-N
DB05206	Sparsentan	WRFHGDPIDHPWIQ-UHFFFAOYSA-N
DB05212	HE3286	JJKOQZHWYLMASZ-FJWDNACWSA-N
DB05213	Quizartinib	CVWXJKQAOSCOAB-UHFFFAOYSA-N
DB05215	Insulin Human	PBGKTOXHQIOBKM-FHFVDXKLSA-N
DB05216	Amuvatinib	FOFDIMHVKGYHRU-UHFFFAOYSA-N
DB05219	Crisaborole	USZAGAREISWJDP-UHFFFAOYSA-N
DB05220	Alisertib	ZLHFILGSQDJULK-UHFFFAOYSA-N
DB05223	Pracinostat	JHDKZFFAIZKUCU-ZRDIBKRKSA-N
DB05229	Beraprost	YTCZZXIRLARSET-VJRSQJMHSA-M
DB05232	Tetrodotoxin	SLBCPBUVHCASIJ-UFHSVNPDSA-O
DB05234	LGD2941	HWLLYFXDDGGHOE-BCSUUIJWSA-N
DB05238	Vemurafenib	GPXBXXGIAQBQNI-UHFFFAOYSA-N
DB05239	Cobimetinib	BSMCAPRUBJMWDF-KRWDZBQOSA-N
DB05240	Pilaralisib	QINPEPAQOBZPOF-UHFFFAOYSA-N
DB05245	Silver sulfadiazine	UEJSSZHHYBHCEL-UHFFFAOYSA-N
DB05246	Methsuximide	AJXPJJZHWIXJCJ-UHFFFAOYSA-N
DB05247	Iodine	PNDPGZBMCMUPRI-UHFFFAOYSA-N
DB05250	Dilmapimod	ORVNHOYNEHYKJG-UHFFFAOYSA-N
DB05252	Fenoxaprop-ethyl	PQKBPHSEKWERTG-UHFFFAOYSA-N
DB05253	Telapristone acetate	JVBGZFRPTRKSBB-MJBQOYBXSA-N
DB05255	Ronacaleret	FQJISUPNMFRIFZ-HXUWFJFHSA-N
DB05256	Rilapladib	NNBGCSGCRSCFEA-UHFFFAOYSA-N
DB05260	Gallium nitrate	CHPZKNULDCNCBW-UHFFFAOYSA-N
DB05261	Paclitaxel	RCINICONZNJXQF-MZXODVADSA-N
DB05262	Oxypurinol	HXNFUBHNUDHIGC-UHFFFAOYSA-N
DB05263	Caprospinol	VMOZFSWFUBLCNN-AAPULDEBSA-N
DB05265	Ecabet	IWCWQNVIUXZOMJ-MISYRCLQSA-N
DB05266	Ibudilast	ZJVFLBOZORBYFE-UHFFFAOYSA-N
DB05269	Activated charcoal	OKTJSMMVPCPJKN-UHFFFAOYSA-N
DB05271	Rotigotine	KFQYTPMOWPVWEJ-INIZCTEOSA-N
DB05273	Samarium (153Sm) lexidronam	JSTADIGKFYFAIY-GJNDDOAHSA-K
DB05275	Testosterone	MUMGGOZAMZWBJJ-DYKIIFRCSA-N
DB05277	Aminolevulinic acid	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB05278	Insulin Human	PBGKTOXHQIOBKM-FHFVDXKLSA-N
DB05279	Fospropofol	QVNNONOFASOXQV-UHFFFAOYSA-N
DB05280	Pardoprunox	YVPUUUDAZYFFQT-UHFFFAOYSA-N
DB05281	Paclitaxel	RCINICONZNJXQF-MZXODVADSA-N
DB05282	MCC	WOZQBERUBLYCEG-UHFFFAOYSA-N
DB05283	Insulin Human	PBGKTOXHQIOBKM-FHFVDXKLSA-N
DB05284	CA4P	LGZKGOGODCLQHG-ZDUSSCGKSA-N
DB05288	Anecortave acetate	YUWPMEXLKGOSBF-GACAOOTBSA-N
DB05289	Tarenflurbil	SYTBZMRGLBWNTM-SNVBAGLBSA-N
DB05291	Lidocaine	NNJVILVZKWQKPM-UHFFFAOYSA-N
DB05294	Vandetanib	UHTHHESEBZOYNR-UHFFFAOYSA-N
DB05295	Eldecalcitol	FZEXGDDBXLBRTD-AYIMTCTASA-N
DB05296	Motexafin lutetium	ZCISRIHHEXSWIR-WRIGXHCHSA-L
DB05297	Paclitaxel docosahexaenoic acid	LRCZQSDQZJBHAF-PUBGEWHCSA-N
DB05298	Tetomilast	XDBHURGONHZNJF-UHFFFAOYSA-N
DB05314	Calcitriol	GMRQFYUYWCNGIN-NKMMMXOESA-N
DB05315	MC-1	CEEQUQSGVRRXQI-UHFFFAOYSA-N
DB05316	Pimavanserin	RKEWSXXUOLRFBX-UHFFFAOYSA-N
DB05318	Capsaicin	YKPUWZUDDOIDPM-SOFGYWHQSA-N
DB05327	Ranirestat	QCVNMNYRNIMDKV-QGZVFWFLSA-N
DB05331	Doxorubicin	AOJJSUZBOXZQNB-TZSSRYMLSA-N
DB05335	Ketoprofen	DKYWVDODHFEZIM-UHFFFAOYSA-N
DB05339	MN-305	GGNCUSDIUUCNKE-RSAXXLAASA-N
DB05340	ATL-2502	RWFZSORKWFPGNE-UHFFFAOYSA-M
DB05342	Procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N
DB05343	Arundic acid	YCYMCMYLORLIJX-SNVBAGLBSA-N
DB05347	Acyclovir	MKUXAQIIEYXACX-UHFFFAOYSA-N
DB05351	Dexlansoprazole	MJIHNNLFOKEZEW-RUZDIDTESA-N
DB05354	Morphine	BQJCRHHNABKAKU-KBQPJGBKSA-N
DB05355	Raltegravir	CZFFBEXEKNGXKS-UHFFFAOYSA-N
DB05358	Azilsartan medoxomil	QJFSABGVXDWMIW-UHFFFAOYSA-N
DB05359	Tasimelteon	PTOIAAWZLUQTIO-GXFFZTMASA-N
DB05360	Rolofylline	PJBFVWGQFLYWCB-QUYAXPHCSA-N
DB05364	ROX-888	BWHLPLXXIDYSNW-UHFFFAOYSA-N
DB05366	Ulipristal	HKDLNTKNLJPAIY-WKWWZUSTSA-N
DB05375	Estriol	PROQIPRRNZUXQM-ZXXIGWHRSA-N
DB05376	Mesalazine	KBOPZPXVLCULAV-UHFFFAOYSA-N
DB05377	Chlorfenson	RZXLPPRPEOUENN-UHFFFAOYSA-N
DB05378	Rifamycin	HJYYPODYNSCCOU-ODRIEIDWSA-N
DB05379	Misoprostol	OJLOPKGSLYJEMD-URPKTTJQSA-N
DB05380	DOTMP HO-166	UOWMQDYQGKHTKV-IEOVAKBOSA-L
DB05381	Histamine	NTYJJOPFIAHURM-UHFFFAOYSA-N
DB05382	Iodine	PNDPGZBMCMUPRI-UHFFFAOYSA-N
DB05383	Pimagedine	HAMNKKUPIHEESI-UHFFFAOYSA-N
DB05384	Carbopol 974P	NIXOWILDQLNWCW-UHFFFAOYSA-N
DB05389	Tetrachlorodecaoxide	VOWOEBADKMXUBU-UHFFFAOYSA-J
DB05392	Perflubutane	KAVGMUDTWQVPDF-UHFFFAOYSA-N
DB05394	Corticorelin	QEEJLLNYQOBRRM-KSHGRFHLSA-N
DB05395	Amibegron	RDJQCOBTKKAQAH-FPOVZHCZSA-N
DB05398	C31G	KMCBHFNNVRCAAH-UHFFFAOYSA-N
DB05399	Succinobucol	RKSMVPNZHBRNNS-UHFFFAOYSA-N
DB05400	QS-21	XYVMMKXMQBIPIQ-JOMHPNDBSA-N
DB05403	CEP-1347	WMBUVOLZSWTKMP-KQFGJPIXSA-N
DB05408	Emricasan	SCVHJVCATBPIHN-SJCJKPOMSA-N
DB05409	NCX 701	XTMOQAKCOFLCRZ-UHFFFAOYSA-N
DB05410	NCX 1022	MBODWAULVMWNDB-UHFFFAOYSA-N
DB05412	Talmapimod	ZMELOYOKMZBMRB-DLBZAZTESA-N
DB05413	Tifuvirtide	ZFEAMMNVDPDEGE-LGRGJMMZSA-N
DB05414	Pipendoxifene	JICOGKJOQXTAIP-UHFFFAOYSA-N
DB05416	Cardarine	YDBLKRPLXZNVNB-UHFFFAOYSA-N
DB05420	Gallium maltolate	ASYYOZSDALANRF-UHFFFAOYSA-K
DB05421	CP-122721	ZIWFCOIGUNPHPM-HKUYNNGSSA-N
DB05422	OPC-14523	TZZGTNZBLPCBIS-UHFFFAOYSA-N
DB05423	ORG-34517	DFELGYQKEOCHOA-BZAFBGKRSA-N
DB05424	Canertinib	OMZCMEYTWSXEPZ-UHFFFAOYSA-N
DB05425	Uridine triacetate	AUFUWRKPQLGTGF-FMKGYKFTSA-N
DB05426	talactoferrin alpha	XKVDFADVPPHGJR-CQJMVLFOSA-N
DB05428	motexafin gadolinium	VAZLWPAHMORDGR-WRIGXHCHSA-L
DB05431	MLN-977	YANONWCPCKIWEC-CABCVRRESA-N
DB05434	ABT-510	RIWLPSIAFBLILR-WVNGMBSFSA-N
DB05436	Acetylcysteine	PWKSKIMOESPYIA-BYPYZUCNSA-N
DB05442	Etiprednol dicloacetate	QAIOVDNCIZSSSF-RFAJLIJZSA-N
DB05444	Iroxanadine	QWVRTSZDKPRPDF-UHFFFAOYSA-N
DB05446	LJP 1082	PIUSLWSYOYFRFR-UHFFFAOYSA-N
DB05448	PX-12	BPBPYQWMFCTCNG-UHFFFAOYSA-N
DB05450	Smilagenin	GMBQZIIUCVWOCD-UQHLGXRBSA-N
DB05454	Paliroden	CNEWKIDCGDXBDE-UHFFFAOYSA-N
DB05456	ETC-588	RRVPPYNAZJRZFR-MRCUWXFGSA-N
DB05458	Pozanicline	YRVIKLBSVVNSHF-JTQLQIEISA-N
DB05460	Ezatiostat	GWEJFLVSOGNLSS-WPFOTENUSA-N
DB05461	OPC-28326	QRNMKZJPTYRAIL-UHFFFAOYSA-N
DB05462	Chlorotoxin I-131	YUFAHBUWIVNVNJ-UHFFFAOYSA-N
DB05465	Tandutinib	UXXQOJXBIDBUAC-UHFFFAOYSA-N
DB05470	VX-702	FYSRKRZDBHOFAY-UHFFFAOYSA-N
DB05475	Golotimod	CATMPQFFVNKDEY-YPMHNXCESA-N
DB05476	WX-UK1	FMHIVIJVVYYSRN-JCOPYZAKSA-N
DB05478	Pradefovir Mesylate	JXQUAHHUSMJUFV-HZPZRMRQSA-N
DB05479	CZEN 002	WHNFPRLDDSXQCL-PDEGJNOBSA-N
DB05482	7-ethyl-10-hydroxycamptothecin	FJHBVJOVLFPMQE-QFIPXVFZSA-N
DB05485	ADH-1	RMLOJFSXNMROLS-BMLUHVGESA-N
DB05490	AMG-131	NMRWDFUZLLQSBN-UHFFFAOYSA-N
DB05492	Epicept NP-1	FKZUPMCBVURANR-UHFFFAOYSA-N
DB05494	Elacytarabine	FLFGNMFWNBOBGE-FNNZEKJRSA-N
DB05498	KW-7158	NAFSYPCVPLWHFY-HNNXBMFYSA-N
DB05501	AMD-070	WVLHHLRVNDMIAR-IBGZPJMESA-N
DB05510	Huperzine A	ZRJBHWIHUMBLCN-YQEJDHNASA-N
DB05511	Piclidenoson	HUJXGQILHAUCCV-MOROJQBDSA-N
DB05513	Atiprimod	SERHTTSLBVGRBY-UHFFFAOYSA-N
DB05514	Cobiprostone	SDDSJMXGJNWMJY-BRHAQHMBSA-N
DB05515	Lapachone	QZPQTZZNNJUOLS-UHFFFAOYSA-N
DB05517	Vosaroxin	XZAFZXJXZHRNAQ-STQMWFEESA-N
DB05518	Managlinat dialanetil	BYKBUQDQTLDNLE-KBPBESRZSA-N
DB05519	Budiodarone	ZXOSVKYCXLTVGS-KRWDZBQOSA-N
DB05520	Mimopezil	UYRWZANUXPUEPQ-ALWBHENDSA-N
DB05521	Telaprevir	BBAWEDCPNXPBQM-GDEBMMAJSA-N
DB05523	Milataxel	XIVMHSNIQAICTR-UQYHODNASA-N
DB05524	Pelitinib	WVUNYSQLFKLYNI-AATRIKPKSA-N
DB05526	Paclitaxel	RCINICONZNJXQF-MZXODVADSA-N
DB05527	Pralatrexate	OGSBUKJUDHAQEA-WMCAAGNKSA-N
DB05528	Mipomersen	XLTMQWVJFPYGMC-UHFFFAOYSA-N
DB05531	alpha-Pyrrolidinononanophenone	RYJXAZXFWIWTOJ-UHFFFAOYSA-N
DB05532	BMS-488043	DBPMWRYLTBNCCE-UHFFFAOYSA-N
DB05534	Sinapultide	QSIRXSYRKZHJHX-TWXHAJHVSA-N
DB05540	Alanosine	MLFKVJCWGUZWNV-REOHCLBHSA-N
DB05541	Brivaracetam	MSYKRHVOOPPJKU-BDAKNGLRSA-N
DB05542	Naronapride	VGDDOIZXGFJDRC-VJTSUQJLSA-N
DB05549	INO-1001	ICMWGKNAXGUKQN-UHFFFAOYSA-N
DB05552	TG100-115	UJIAQDJKSXQLIT-UHFFFAOYSA-N
DB05553	Regrelor	NXHAXEBZOXCDKD-XIXRRVGJSA-N
DB05558	Upamostat	HUASEDVYRABWCV-NDEPHWFRSA-N
DB05560	Delcasertib	XPXZTVWPRKJTAA-PJKOMPQUSA-N
DB05562	Naluzotan	SPWZXWDPAWDKQE-UHFFFAOYSA-N
DB05563	Sufentanil	GGCSSNBKKAUURC-UHFFFAOYSA-N
DB05564	Fentanyl	PJMPHNIQZUBGLI-UHFFFAOYSA-N
DB05565	PBT-1033	YZPOQCQXOSEMAZ-UHFFFAOYSA-N
DB05566	Linaclotide	KXGCNMMJRFDFNR-WDRJZQOASA-N
DB05567	Obatoclax	RFTSSZJZXOSICM-GRSHGNNSSA-N
DB05568	Ulodesine	AFNHHLILYQEHKK-BDAKNGLRSA-N
DB05575	Motesanib	RAHBGWKEPAQNFF-UHFFFAOYSA-N
DB05577	FG-2216	OUQVKRKGTAUJQA-UHFFFAOYSA-N
DB05581	Teriparatide	OGBMKVWORPGQRR-UHFFFAOYSA-N
DB05585	Verubulin	SNHCRNMVYDHVDT-UHFFFAOYSA-N
DB05586	Facinicline	TXCYUSKWBHUVEP-CYBMUJFWSA-N
DB05588	Davunetide	DWLTUUXCVGVRAV-XWRHUKJGSA-N
DB05590	Bedoradrine	OANCEOSLKSTLTA-REWPJTCUSA-N
DB05592	Blarcamesine	BOTHKNZTGGXFEQ-UHFFFAOYSA-N
DB05596	PRX-03140	SCHKZZSVELPJKU-UHFFFAOYSA-N
DB05603	Ozarelix	KATZUZNTRINHDT-HALMFYTRSA-N
DB05607	PRX-08066	RPYIKXHIQXRXEM-WLHGVMLRSA-N
DB05608	MKC-1	OVSKGTONMLKNPZ-UHFFFAOYSA-N
DB05611	Apilimod	HSKAZIJJKRAJAV-KOEQRZSOSA-N
DB05616	4'-Methylene-5810-trideazaaminopterin	NAWXUBYGYWOOIX-UHFFFAOYSA-N
DB05618	Elvitegravir	JUZYLCPPVHEVSV-LJQANCHMSA-N
DB05624	Teverelix	NOENHWMKHNSHGX-IAOPALDYSA-N
DB05626	Retaspimycin	OAKGNIRUXAZDQF-TXHRRWQRSA-N
DB05627	LY-518674	PNHFDVSKDSLUFH-UHFFFAOYSA-N
DB05630	Sodium stibogluconate	YQDGWZZYGYKDLR-UZVLBLASSA-K
DB05631	ALT-2074	FXRYWOJYVGJZLE-UHFFFAOYSA-N
DB05632	Apricitabine	RYMCFYKJDVMSIR-RNFRBKRXSA-N
DB05633	Glypromate	JJGBXTYGTKWGAT-YUMQZZPRSA-N
DB05634	Omecamtiv Mecarbil	RFUBTTPMWSKEIW-UHFFFAOYSA-N
DB05640	Tonapofylline	ZWTVVWUOTJRXKM-UHFFFAOYSA-N
DB05642	DDP-225	SAURKKOJWIFYSR-UHFFFAOYSA-N
DB05644	KP-1461	SZWIAFVYPPMZML-YNEHKIRRSA-N
DB05645	Larazotide	ORFLZNAGUTZRLQ-ZMBVWFSWSA-N
DB05650	OT-551	ZWEXEKJLDHNLLA-UHFFFAOYSA-N
DB05651	Mocetinostat	HRNLUBSXIHFDHP-UHFFFAOYSA-N
DB05653	IRX-5183	PNAWUIKCVQSLFG-UHFFFAOYSA-N
DB05654	Sagopilone	BFZKMNSQCNVFGM-UCEYFQQTSA-N
DB05655	Velusetrag	HXLOHDZQBKCUCR-WOZUAGRISA-N
DB05657	Ulimorelin	WGYPAJVJMXQXTR-ABNZCKJZSA-N
DB05659	Faropenem medoxomil	JQBKWZPHJOEQAO-DVPVEWDBSA-N
DB05665	Boceprevir	LHHCSNFAOIFYRV-DOVBMPENSA-N
DB05667	Levoketoconazole	XMAYWYJOQHXEEK-ZEQKJWHPSA-N
DB05668	Palifosfamide	BKCJZNIZRWYHBN-UHFFFAOYSA-N
DB05674	Capsaicin	YKPUWZUDDOIDPM-SOFGYWHQSA-N
DB05676	Apremilast	IMOZEMNVLZVGJZ-QGZVFWFLSA-N
DB05677	Radium Ra 223 Dichloride	RWRDJVNMSZYMDV-SIUYXFDKSA-L
DB05678	SLx-4090	AZUIUVJESCFSLJ-UHFFFAOYSA-N
DB05680	Sotirimod	ZXBCLVSLRUWISJ-UHFFFAOYSA-N
DB05681	Talarozole	SNFYYXUGUBUECJ-UHFFFAOYSA-N
DB05683	Iodofiltic acid I-123	NPCIWINHUDIWAV-NSYCNWAXSA-N
DB05686	Sivifene	YOQPCWIXYUNEET-UHFFFAOYSA-N
DB05690	Alprazolam	VREFGVBLTWBCJP-UHFFFAOYSA-N
DB05692	Vorapaxar	ZBGXUVOIWDMMJE-QHNZEKIYSA-N
DB05694	Elagolix	HEAUOKZIVMZVQL-VWLOTQADSA-N
DB05695	NPS-2143	PZUJQWHTIRWCID-HXUWFJFHSA-N
DB05700	Vortioxetine	YQNWZWMKLDQSAC-UHFFFAOYSA-N
DB05702	Mirabegron	PBAPPPCECJKMCM-IBGZPJMESA-N
DB05706	13-deoxydoxorubicin	RGVRUQHYQSORBY-JIGXQNLBSA-N
DB05707	Isosorbide	KLDXJTOLSGUMSJ-JGWLITMVSA-N
DB05708	GTS-21	RPYWXZCFYPVCNQ-RVDMUPIBSA-N
