ENSG00000000003	O43657
ENST00000306823	Q13098
ENST00000306842	Q8NGG6
ENST00000306846	Q9H074
ENST00000306851	Q9UBX8
ENST00000306858	Q5T0W9
ENST00000306862	Q96MH7
ENST00000306869	Q7Z4W1
ENST00000306875	Q96MW5
ENST00000306882	Q9Y6F8
ENST00000306888	Q8TBB1
ENST00000306897	P60763
ENST00000306901	P36544
ENST00000306904	O75526
ENST00000306908	Q68EA5
ENST00000306910	Q8IVC4
ENST00000306917	Q9UK73
ENST00000306928	O95665
ENST00000306932	Q6UN15
ENST00000306938	P52739
ENST00000306954	Q9BXV9
ENST00000306960	P11229
ENST00000306984	Q8TAP9
ENST00000306999	Q8IV38
ENST00000307002	Q8NH81
ENST00000307003	Q8WU49
ENST00000307017	Q8NB14
ENST00000307033	Q8NGN0
ENST00000307046	P05019
ENST00000307050	Q8TE49
ENST00000307063	Q96N64
ENST00000307068	Q6X4U4
ENST00000307076	Q9H857
ENST00000307078	Q9Y2T1
ENST00000307098	P22528
ENST00000307102	Q02750
ENST00000307114	Q9BX10
ENST00000307116	P13674
ENST00000307126	Q9BX10
ENST00000307128	Q9NPC6
ENST00000307137	P79483
ENST00000307138	Q6GYQ0
ENST00000307139	Q9UF02
ENST00000307142	Q9UMS6
ENST00000307144	Q9BYZ2
ENST00000307145	Q9Y2Y9
ENST00000307149	P83436
ENST00000307161	P48039
ENST00000307169	Q96T92
ENST00000307179	P40818
ENST00000307194	Q8WWP7
ENST00000307198	Q8WZ04
ENST00000307201	Q6UXT9
ENST00000307216	Q8NBN3
ENST00000307221	Q7Z6W7
ENST00000307227	Q96I99
ENST00000307236	O75461
ENST00000307257	Q6NUN7
ENST00000307259	O14494
ENST00000307266	Q8WXC6
ENST00000307271	Q8ND71
ENST00000307275	Q96MH2
ENST00000307289	Q86TM6
ENST00000307296	Q8WUM4
ENST00000307300	O95299
ENST00000307301	Q9NYK5
ENST00000307305	Q8N3S3
ENST00000307331	P51168
ENST00000307333	P58335
ENST00000307340	O75445
ENST00000307358	P83110
ENST00000307360	Q9Y5I2
ENST00000307363	P16278
ENST00000307365	Q9NX09
ENST00000307366	A0PJW6
ENST00000307367	P51795
ENST00000307378	P46721
ENST00000307388	Q9H2C5
ENST00000307393	Q96LI6
ENST00000307395	P14770
ENST00000307407	P10145
ENST00000307422	Q9BYD3
ENST00000307428	Q6UWI2
ENST00000307435	Q86YD7
ENST00000307439	Q6ZTQ3
ENST00000307450	Q8NDC4
ENST00000307471	Q96EE4
ENST00000307486	Q08AI8
ENST00000307493	Q08AH1
ENST00000307503	P21549
ENST00000307518	Q9GZV1
ENST00000307522	Q9H0W5
ENST00000307526	Q8IZV2
ENST00000307529	A8MT70
ENST00000307534	Q8TE04
ENST00000307544	Q5T5P2
ENST00000307546	Q5TCQ9
ENST00000307552	Q8NGI7
ENST00000307564	Q7Z591
ENST00000307584	Q5BKX8
ENST00000307588	Q8TBZ0
ENST00000307599	Q8NHS2
ENST00000307602	Q86VS8
ENST00000307624	Q8WYK0
ENST00000307630	P61981
ENST00000307633	P12081
ENST00000307635	Q9HAH1
ENST00000307637	Q16581
ENST00000307641	Q9NYR9
ENST00000307650	Q9BUT9
ENST00000307658	P17021
ENST00000307659	Q92628
ENST00000307662	Q8N3V7
ENST00000307671	O43861
ENST00000307677	Q07817
ENST00000307712	Q15436
ENST00000307719	P18440
ENST00000307720	Q08752
ENST00000307729	P55197
ENST00000307731	O60508
ENST00000307738	Q16134
ENST00000307741	P52888
ENST00000307746	Q9NRR1
ENST00000307750	O15062
ENST00000307751	P56470
ENST00000307765	Q9HBX9
ENST00000307767	Q9NYZ1
ENST00000307771	Q15696
ENST00000307786	Q8TD86
ENST00000307790	Q9H1I8
ENST00000307808	P51825
ENST00000307823	A5YM72
ENST00000307826	P26572
ENST00000307832	Q8NGV0
ENST00000307839	P61313
ENST00000307844	P59095
ENST00000307845	P37235
ENST00000307849	Q96AH0
ENST00000307851	Q8TDQ0
ENST00000307859	Q6P9F5
ENST00000307864	Q9BRQ8
ENST00000307877	Q9UHB9
ENST00000307885	O43306
ENST00000307886	P56202
ENST00000307892	O43169
ENST00000307896	Q8WTV1
ENST00000307897	Q9H900
ENST00000307921	Q9BUB4
ENST00000307940	Q07820
ENST00000307944	P22914
ENST00000307959	P36575
ENST00000307961	P36578
ENST00000307968	Q8TF40
ENST00000307971	Q8TCV5
ENST00000307972	Q8IVH2
ENST00000307979	O75971
ENST00000307980	Q99638
ENST00000307998	O95967
ENST00000308008	Q8TEU7
ENST00000308018	O15235
ENST00000308020	Q9BVG9
ENST00000308022	Q9H6X4
ENST00000308025	Q9BUQ8
ENST00000308027	Q7RTY0
ENST00000308031	Q9BX82
ENST00000308059	Q9Y238
ENST00000308062	A6NGY1
ENST00000308064	O43916
ENST00000308074	Q8TED4
ENST00000308077	Q8WV60
ENST00000308086	Q9H0W7
ENST00000308091	Q70E73
ENST00000308095	P51504
ENST00000308105	Q5SVJ3
ENST00000308108	O96020
ENST00000308110	Q96NY9
ENST00000308127	Q8TE77
ENST00000308128	Q86SJ6
ENST00000308132	Q6NSI3
ENST00000308153	Q71UI9
ENST00000308158	Q8IUZ5
ENST00000308159	Q8N1F7
ENST00000308161	Q8TB92
ENST00000308162	P23528
ENST00000308167	Q99607
ENST00000308177	Q9UN70
ENST00000308182	Q8N1P7
ENST00000308191	Q9NP56
ENST00000308192	P00747
ENST00000308197	Q96MF6
ENST00000308208	Q8NA47
ENST00000308212	O14683
ENST00000308214	Q8N0W5
ENST00000308219	Q8IWQ3
ENST00000308227	Q8TDE3
ENST00000308243	Q9BUF7
ENST00000308249	Q8WY54
ENST00000308251	Q8TDN1
ENST00000308259	Q8IXL7
ENST00000308268	Q8TAA3
ENST00000308271	Q86UV5
ENST00000308275	Q8NEZ5
ENST00000308278	Q8TBR7
ENST00000308284	Q96JE7
ENST00000308287	Q96PG2
ENST00000308293	Q8NEK8
ENST00000308302	Q6ZVE7
ENST00000308304	O75360
ENST00000308317	O14893
ENST00000308330	Q9Y2U8
ENST00000308342	Q86XE0
ENST00000308344	P56746
ENST00000308354	Q96JY6
ENST00000308360	Q96S52
ENST00000308361	Q9H2U1
ENST00000308366	P04054
ENST00000308370	Q8N2S1
ENST00000308375	Q9Y5P6
ENST00000308377	Q7Z7L1
ENST00000308378	Q8IV35
ENST00000308385	Q16828
ENST00000308388	Q9Y5P6
ENST00000308394	P42574
ENST00000308406	Q13164
ENST00000308418	Q8TDP1
ENST00000308423	Q16853
ENST00000308448	Q8NBU5
ENST00000308475	Q6B8I1
ENST00000308478	Q9H3W5
ENST00000308482	Q32MZ4
ENST00000308488	Q96T23
ENST00000308497	Q9P2F5
ENST00000308508	Q6UVK1
ENST00000308511	Q8N163
ENST00000308521	Q8IUX4
ENST00000308527	Q8WV41
ENST00000308528	Q8N1E2
ENST00000308537	Q9UPQ7
ENST00000308580	Q9NYL9
ENST00000308588	O95149
ENST00000308595	P25098
ENST00000308611	Q8TD46
ENST00000308618	Q03828
ENST00000308624	Q9NY99
ENST00000308639	Q04206
ENST00000308641	Q8WW27
ENST00000308650	Q32M78
ENST00000308659	O43521
ENST00000308660	Q86UD3
ENST00000308664	P16615
ENST00000308666	Q9UBJ2
ENST00000308675	Q7L985
ENST00000308677	P17612
ENST00000308682	Q8NG98
ENST00000308683	Q969S3
ENST00000308696	Q99460
ENST00000308700	Q2M1V0
ENST00000308713	Q6UXD5
ENST00000308721	Q9BZR8
ENST00000308724	O75843
ENST00000308731	Q06187
ENST00000308733	Q13952
ENST00000308736	Q8IY37
ENST00000308742	Q5I7T1
ENST00000308744	Q9Y5X5
ENST00000308748	Q5U4P2
ENST00000308768	Q8WZ19
ENST00000308769	Q8NHY2
ENST00000308774	Q9UI30
ENST00000308775	Q14118
ENST00000308796	Q96DR8
ENST00000308799	Q5XX13
ENST00000308807	Q8NB16
ENST00000308811	Q8TC21
ENST00000308824	Q9NV79
ENST00000308831	O00212
ENST00000308860	Q3MIX3
ENST00000308862	Q9Y2I7
ENST00000308868	P41159
ENST00000308873	Q13761
ENST00000308874	Q9UHF1
ENST00000308893	Q9UL54
ENST00000308906	Q8TD35
ENST00000308910	Q8N6F7
ENST00000308911	A6NNZ2
ENST00000308919	Q8TAV3
ENST00000308924	P26368
ENST00000308940	Q8NGA6
ENST00000308941	Q5SRE7
ENST00000308942	Q9P2F8
ENST00000308946	Q96EZ4
ENST00000308961	Q86Y39
ENST00000308963	A6NJI1
ENST00000308964	Q9BWC9
ENST00000308973	Q9BXR5
ENST00000308979	Q15399
ENST00000308982	Q9H845
ENST00000308987	P61024
ENST00000309007	Q16643
ENST00000309017	P35236
ENST00000309032	Q92934
ENST00000309033	P68543
ENST00000309035	P56545
ENST00000309042	Q13127
ENST00000309048	Q8N2Z9
ENST00000309049	P30039
ENST00000309052	Q6UWP7
ENST00000309060	Q9H4I2
ENST00000309061	Q96G46
ENST00000309065	Q9NRM0
ENST00000309071	Q86YA3
ENST00000309083	P20962
ENST00000309099	Q96AM1
ENST00000309100	Q16584
ENST00000309106	Q8TDS7
ENST00000309117	O14972
ENST00000309134	Q9NQ34
ENST00000309137	Q9GZU8
ENST00000309154	Q8NGM8
ENST00000309156	Q14451
ENST00000309166	Q9NQ35
ENST00000309170	Q15391
ENST00000309180	O14626
ENST00000309182	Q562E7
ENST00000309190	P20810
ENST00000309195	Q14914
ENST00000309212	Q9BRK3
ENST00000309235	Q8TF39
ENST00000309237	Q86YW9
ENST00000309241	Q86YN6
ENST00000309244	P38117
ENST00000309263	Q9NQ36
ENST00000309268	P68104
ENST00000309276	Q5JR12
ENST00000309285	P46094
ENST00000309295	Q8N3D4
ENST00000309309	Q96LB4
ENST00000309311	P13639
ENST00000309315	Q8NF64
ENST00000309318	Q96C90
ENST00000309324	Q5XKP0
ENST00000309328	O60232
ENST00000309334	Q14865
ENST00000309340	Q9HBH9
ENST00000309352	Q96DV4
ENST00000309357	Q9NQ31
ENST00000309366	P26885
ENST00000309377	Q9NQ31
ENST00000309383	Q8TDC3
ENST00000309384	O43908
ENST00000309395	Q7L9L4
ENST00000309415	Q8TEJ3
ENST00000309422	P49765
ENST00000309424	O15446
ENST00000309428	Q86VR2
ENST00000309439	Q9UM13
ENST00000309446	O75840
ENST00000309447	Q9ULI1
ENST00000309451	Q6P582
ENST00000309469	Q86TL0
ENST00000309481	Q8TAX9
ENST00000309502	P30542
ENST00000309507	Q86XH1
ENST00000309519	O60909
ENST00000309522	Q16836
ENST00000309534	Q9UFW8
ENST00000309536	Q8TE54
ENST00000309539	P78380
ENST00000309546	Q9H400
ENST00000309558	O60279
ENST00000309562	Q8NGF8
ENST00000309575	Q9Y4C5
ENST00000309579	Q96IX5
ENST00000309585	P49184
ENST00000309594	Q9BQC6
ENST00000309602	Q6PJG9
ENST00000309615	Q7Z2E3
ENST00000309641	Q08499
ENST00000309657	Q9Y256
ENST00000309660	P17706
ENST00000309664	Q9HAT1
ENST00000309668	P55103
ENST00000309675	Q8NGE3
ENST00000309680	P35908
ENST00000309683	Q8NEM1
ENST00000309691	Q7L513
ENST00000309703	Q63HQ0
ENST00000309720	Q5JRV8
ENST00000309731	Q8IUY3
ENST00000309733	Q8N8J7
ENST00000309737	Q7Z5B4
ENST00000309739	Q92730
ENST00000309755	Q9UH77
ENST00000309758	P17066
ENST00000309765	Q8N9V7
ENST00000309777	Q8WY98
ENST00000309784	Q8IWR1
ENST00000309791	Q05707
ENST00000309794	Q9UHQ1
ENST00000309822	Q9BRU9
ENST00000309834	Q96LI6
ENST00000309851	P09488
ENST00000309859	Q9UJY4
ENST00000309863	Q8IWJ2
ENST00000309868	O94929
ENST00000309877	Q14653
ENST00000309879	O95622
ENST00000309880	Q6B0B8
ENST00000309881	P16671
ENST00000309889	O15273
ENST00000309890	Q93084
ENST00000309894	Q14406
ENST00000309902	Q9C0G0
ENST00000309922	Q7L0Y3
ENST00000309926	Q8TDV2
ENST00000309931	Q8N136
ENST00000309934	Q96IW7
ENST00000309950	A0PJW8
ENST00000309951	P21399
ENST00000309955	O15519
ENST00000309957	Q8IW45
ENST00000309958	O43240
ENST00000309964	O15516
ENST00000309971	Q53GS7
ENST00000309976	Q53F39
ENST00000309979	P52849
ENST00000309982	Q8WXS3
ENST00000309983	P51580
ENST00000309988	P21145
ENST00000309989	Q5VWQ8
ENST00000309993	Q9HCI7
ENST00000309996	O15020
ENST00000310002	Q9BXN2
ENST00000310015	Q02447
ENST00000310018	Q9HBG4
ENST00000310045	Q8IZU8
ENST00000310046	Q9BQ04
ENST00000310053	Q14527
ENST00000310054	Q96SQ9
ENST00000310074	Q86TJ2
ENST00000310078	P52594
ENST00000310085	Q2M329
ENST00000310092	Q9BWF3
ENST00000310101	P16471
ENST00000310109	A6NK58
ENST00000310112	Q16143
ENST00000310118	Q13200
ENST00000310123	Q8N135
ENST00000310125	Q5H9I0
ENST00000310127	O60423
ENST00000310128	Q9Y6H6
ENST00000310132	P42679
ENST00000310137	Q96PK6
ENST00000310144	P62195
ENST00000310157	Q92876
ENST00000310164	Q6PEW1
ENST00000310169	Q9UGM1
ENST00000310193	O75881
ENST00000310227	Q01101
ENST00000310232	Q8IYE1
ENST00000310248	Q8NGE0
ENST00000310256	Q9H2C2
ENST00000310260	Q8TAA9
ENST00000310271	P13196
ENST00000310298	O60658
ENST00000310300	O75427
ENST00000310301	P49754
ENST00000310323	Q8N608
ENST00000310325	Q9UBX1
ENST00000310326	Q96P11
ENST00000310331	O60516
ENST00000310340	Q5H8A4
ENST00000310343	A7KAX9
ENST00000310346	Q99593
ENST00000310357	Q5T6X5
ENST00000310366	Q460N3
ENST00000310373	Q9HCN6
ENST00000310380	Q8NBI6
ENST00000310389	Q8N8L6
ENST00000310392	O95568
ENST00000310396	A4D0V7
ENST00000310397	Q8TER0
ENST00000310398	Q8TD06
ENST00000310417	Q9HCP6
ENST00000310418	P09497
ENST00000310421	Q96JH7
ENST00000310430	O95271
ENST00000310441	P51610
ENST00000310442	Q6UX98
ENST00000310447	P42575
ENST00000310450	P61599
ENST00000310452	Q0IIM8
ENST00000310454	P43304
ENST00000310455	Q86XI6
ENST00000310463	Q96LY2
ENST00000310473	P55851
ENST00000310483	Q9NY26
ENST00000310496	Q9Y644
ENST00000310512	Q7L2J0
ENST00000310513	Q92879
ENST00000310521	Q8NA61
ENST00000310528	Q9Y2Z0
ENST00000310532	Q9H8H2
ENST00000310544	Q8TCT1
ENST00000310546	Q96A44
ENST00000310564	Q9GZY4
ENST00000310571	Q9BRP4
ENST00000310574	Q9Y289
ENST00000310581	O14746
ENST00000310585	Q6UXB0
ENST00000310594	Q9H1J7
ENST00000310597	Q9UHR6
ENST00000310604	Q8WVC6
ENST00000310611	Q8N8Q1
ENST00000310613	O43704
ENST00000310614	Q96GC5
ENST00000310624	P12036
ENST00000310638	Q02928
ENST00000310645	P12110
ENST00000310653	P20340
ENST00000310673	Q6UW49
ENST00000310677	Q8NFM4
ENST00000310682	Q8TBK2
ENST00000310706	P14923
ENST00000310715	Q5T0N1
ENST00000310754	Q8N609
ENST00000310758	Q92556
ENST00000310775	Q9NVI1
ENST00000310778	P54257
ENST00000310786	Q04900
ENST00000310791	Q6BDI9
ENST00000310795	Q16539
ENST00000310799	Q8TAV5
ENST00000310803	O95267
ENST00000310806	Q6P0N0
ENST00000310823	P78536
ENST00000310826	Q9ULJ3
ENST00000310828	Q9UGN4
ENST00000310833	P28906
ENST00000310836	Q16880
ENST00000310842	Q6PJE2
ENST00000310847	Q9NXR5
ENST00000310850	Q96FN9
ENST00000310858	Q9HBL0
ENST00000310864	Q15051
ENST00000310898	Q6ZSS3
ENST00000310914	Q8N6M8
ENST00000310917	Q86UK5
ENST00000310924	Q8TBP0
ENST00000310926	Q92959
ENST00000310942	Q14781
ENST00000310954	Q6ZQN7
ENST00000310955	Q12834
ENST00000310958	Q9ULG6
ENST00000310974	Q2PZI1
ENST00000310981	Q587I9
ENST00000310991	Q8NDY8
ENST00000310999	Q9Y3B7
ENST00000311001	Q8WYA1
ENST00000311008	Q9H2V7
ENST00000311014	Q9GZS0
ENST00000311015	Q8NE65
ENST00000311027	Q8WXG6
ENST00000311028	P61601
ENST00000311034	Q8IUM7
ENST00000311042	Q13875
ENST00000311044	Q6ZNH5
ENST00000311048	Q8TF32
ENST00000311051	O00213
ENST00000311052	Q9Y2V2
ENST00000311066	Q13029
ENST00000311069	Q8IVA1
ENST00000311083	Q16527
ENST00000311085	Q9Y485
ENST00000311086	Q96IK1
ENST00000311089	Q4LDG9
ENST00000311101	Q9H300
ENST00000311104	Q8TDV0
ENST00000311106	P29120
ENST00000311111	P63173
ENST00000311117	Q8IZD2
ENST00000311124	P41440
ENST00000311127	Q9ULI3
ENST00000311128	Q8IWF6
ENST00000311129	P30154
ENST00000311131	P41231
ENST00000311141	Q9BQ24
ENST00000311148	Q86TX2
ENST00000311151	Q16555
ENST00000311160	Q68CZ2
ENST00000311170	Q7Z5H5
ENST00000311172	O94868
ENST00000311177	P17482
ENST00000311180	Q6L8Q7
ENST00000311181	O43505
ENST00000311183	Q14028
ENST00000311189	P01112
ENST00000311191	Q9Y2L9
ENST00000311202	Q6ZR08
ENST00000311208	Q04695
ENST00000311212	Q9Y5V0
ENST00000311223	P15104
ENST00000311224	Q9UIB8
ENST00000311227	Q15562
ENST00000311234	Q9UL03
ENST00000311268	Q16538
ENST00000311269	Q8NA82
ENST00000311275	Q9ULU4
ENST00000311277	Q49MG5
ENST00000311278	P31751
ENST00000311303	Q96J65
ENST00000311308	Q8N6N2
ENST00000311320	Q13671
ENST00000311328	Q9NZH6
ENST00000311330	Q9HCU0
ENST00000311331	Q9P2J8
ENST00000311337	P46926
ENST00000311350	Q9BSE4
ENST00000311351	O15116
ENST00000311352	Q6IF63
ENST00000311364	Q8TAC1
ENST00000311371	O94993
ENST00000311378	Q8TEU8
ENST00000311380	Q8IWW6
ENST00000311381	Q9P0P8
ENST00000311388	Q96QD5
ENST00000311403	Q9P1Z0
ENST00000311412	Q9Y251
ENST00000311413	Q9BY78
ENST00000311417	Q9HA38
ENST00000311437	Q9ULM2
ENST00000311445	Q6PI25
ENST00000311450	A1L4L8
ENST00000311469	Q96H96
ENST00000311481	Q9H0U4
ENST00000311485	P55895
ENST00000311487	P17096
ENST00000311489	P29218
ENST00000311502	Q3YEC7
ENST00000311506	Q96IZ6
ENST00000311507	Q9NZF1
ENST00000311519	Q8IZF5
ENST00000311521	P07108
ENST00000311528	P26373
ENST00000311549	P46778
ENST00000311550	P28472
ENST00000311559	Q9NQC7
ENST00000311565	Q03181
ENST00000311573	Q9H869
ENST00000311575	Q8TAT2
ENST00000311585	P14138
ENST00000311595	Q8NFI3
ENST00000311597	Q15049
ENST00000311601	A1X283
ENST00000311604	P33241
ENST00000311620	Q8N8V4
ENST00000311623	Q17RF5
ENST00000311626	P14651
ENST00000311630	P0C2W1
ENST00000311635	Q5XUX0
ENST00000311638	Q8TBB0
ENST00000311659	Q9H347
ENST00000311669	Q9BRR6
ENST00000311672	P07919
ENST00000311713	Q6RFH5
ENST00000311734	Q01638
ENST00000311737	P07477
ENST00000311745	Q9NWB1
ENST00000311755	Q4VC39
ENST00000311762	P34981
ENST00000311764	Q9H9D4
ENST00000311765	Q9P2J9
ENST00000311772	Q12972
ENST00000311785	O94979
ENST00000311787	A6NMN3
ENST00000311798	O60225
ENST00000311806	O95747
ENST00000311812	Q8N9S9
ENST00000311813	P29972
ENST00000311832	Q8N668
ENST00000311852	P50281
ENST00000311856	Q9Y226
ENST00000311862	P13727
ENST00000311864	Q8N9W8
ENST00000311873	Q86WB0
ENST00000311875	Q8WWU5
ENST00000311890	Q9UBY9
ENST00000311893	Q9H1K1
ENST00000311895	Q92889
ENST00000311907	P00734
ENST00000311912	Q9NR97
ENST00000311916	Q96RR1
ENST00000311921	Q8TCN5
ENST00000311922	Q96RU8
ENST00000311923	P00540
ENST00000311925	Q99731
ENST00000311936	P01116
ENST00000311946	Q0D2K0
ENST00000311955	Q8N0Z2
ENST00000311956	Q07960
ENST00000311966	Q9UI32
ENST00000311967	Q16656
ENST00000311981	Q01344
ENST00000312006	Q96A11
ENST00000312010	Q9P275
ENST00000312017	Q9HB55
ENST00000312026	Q8TAU3
ENST00000312033	Q7Z591
ENST00000312037	P62263
ENST00000312046	Q8N573
ENST00000312049	O00255
ENST00000312053	Q14246
ENST00000312055	Q14008
ENST00000312060	Q2VPK5
ENST00000312087	O96028
ENST00000312090	Q9Y2X0
ENST00000312106	Q8NEC5
ENST00000312108	Q92523
ENST00000312123	Q14C86
ENST00000312134	Q15828
ENST00000312143	Q99788
ENST00000312150	Q7Z3Z0
ENST00000312156	Q16621
ENST00000312165	P59044
ENST00000312175	O75531
ENST00000312179	Q96IZ7
ENST00000312184	Q9BUB7
ENST00000312189	Q5T6S3
ENST00000312196	Q8N5Y2
ENST00000312210	Q8N5J2
ENST00000312216	Q6DN14
ENST00000312233	Q8NBF1
ENST00000312234	Q8N9N8
ENST00000312239	Q5SSJ5
ENST00000312251	Q9UK23
ENST00000312263	Q58WW2
ENST00000312280	Q01453
ENST00000312292	Q5VYM1
ENST00000312293	P15328
ENST00000312295	P59025
ENST00000312298	Q8NH18
ENST00000312316	O75953
ENST00000312319	Q9UKW6
ENST00000312345	Q8NH19
ENST00000312349	Q8TBE3
ENST00000312350	P57789
ENST00000312352	P08237
ENST00000312358	Q15772
ENST00000312371	Q400G9
ENST00000312377	Q9H0H5
ENST00000312390	Q8IV04
ENST00000312397	O43290
ENST00000312403	P0DJD9
ENST00000312405	Q5T5Y3
ENST00000312413	P51797
ENST00000312419	Q9HCU8
ENST00000312423	Q6NVH7
ENST00000312428	Q8WXX0
ENST00000312438	Q9UBD9
ENST00000312439	P11464
ENST00000312442	Q6UWM5
ENST00000312457	Q8TDT2
ENST00000312465	P12034
ENST00000312469	O75367
ENST00000312475	Q9H2W6
ENST00000312481	A8TX70
ENST00000312492	Q00444
ENST00000312493	Q9H792
ENST00000312499	Q96E14
ENST00000312504	B2RUY7
ENST00000312511	P04553
ENST00000312515	Q14919
ENST00000312521	Q14995
ENST00000312527	Q9P2W7
ENST00000312541	Q7KYR7
ENST00000312547	O43633
ENST00000312553	Q7Z5L7
ENST00000312561	Q9HCM1
ENST00000312562	P15407
ENST00000312579	Q15834
ENST00000312584	Q9UBN6
ENST00000312600	Q96DU9
ENST00000312629	Q9UBS0
ENST00000312635	Q9Y4E8
ENST00000312637	Q8TBP5
ENST00000312648	P09564
ENST00000312655	Q96QA6
ENST00000312665	Q9Y5L3
ENST00000312693	Q05952
ENST00000312719	Q8IZT8
ENST00000312726	Q16774
ENST00000312734	Q99674
ENST00000312777	Q9BT92
ENST00000312783	O14965
ENST00000312814	Q9H0V1
ENST00000312828	Q8N8N0
ENST00000312838	Q96A37
ENST00000312841	O43593
ENST00000312849	Q8N8F7
ENST00000312858	Q9NWQ4
ENST00000312865	Q71SY5
ENST00000312891	Q8NFK1
ENST00000312912	Q9Y4C1
ENST00000312916	Q8N302
ENST00000312917	Q8N8W4
ENST00000312938	O95625
ENST00000312942	Q8N5I3
ENST00000312943	Q7L591
ENST00000312957	P57087
ENST00000312960	O43255
ENST00000312962	Q8N9T8
ENST00000312988	Q6PEY2
ENST00000312989	P62136
ENST00000312994	Q9NVH0
ENST00000313005	P56817
ENST00000313010	P42785
ENST00000313022	Q8NGG4
ENST00000313028	Q53GL7
ENST00000313040	Q86WZ6
ENST00000313049	Q03431
ENST00000313050	O15027
ENST00000313056	Q6PK18
ENST00000313071	P55316
ENST00000313074	Q96N19
ENST00000313080	Q6PJF5
ENST00000313093	Q92619
ENST00000313104	P05388
ENST00000313115	O00244
ENST00000313116	P51814
ENST00000313117	Q16629
ENST00000313132	P45880
ENST00000313135	Q9UKP6
ENST00000313143	Q92997
ENST00000313146	Q9H9L3
ENST00000313164	P10643
ENST00000313173	P13378
ENST00000313182	Q96SY0
ENST00000313213	Q8NHR9
ENST00000313219	Q8WUX9
ENST00000313221	Q8NEE6
ENST00000313234	Q6KB66
ENST00000313236	Q86YD3
ENST00000313237	Q96EK2
ENST00000313243	P20794
ENST00000313244	Q15642
ENST00000313250	Q9BTZ2
ENST00000313253	Q8NGI4
ENST00000313269	Q7Z429
ENST00000313285	Q15642
ENST00000313288	Q9Y6A5
ENST00000313294	Q8NA31
ENST00000313311	O75602
ENST00000313324	Q7Z4H9
ENST00000313334	Q96K17
ENST00000313341	Q9H2A3
ENST00000313349	Q14140
ENST00000313350	O75122
ENST00000313352	Q9UHX1
ENST00000313367	Q9H4L5
ENST00000313368	Q15545
ENST00000313375	Q9NP71
ENST00000313386	Q96G75
ENST00000313400	O75129
ENST00000313401	Q15078
ENST00000313408	O75251
ENST00000313421	P30203
ENST00000313431	Q5VU43
ENST00000313433	P15927
ENST00000313434	P52742
ENST00000313447	Q8NH50
ENST00000313455	Q5SQS7
ENST00000313468	O00217
ENST00000313472	Q8N146
ENST00000313486	Q00169
ENST00000313503	Q8N162
ENST00000313511	P49411
ENST00000313516	Q7Z6K1
ENST00000313519	Q9H5I1
ENST00000313525	Q9H1X3
ENST00000313543	Q8NHV1
ENST00000313546	Q8TC44
ENST00000313552	Q8WYH8
ENST00000313566	Q9Y587
ENST00000313578	Q8NBQ7
ENST00000313581	Q7Z5J8
ENST00000313582	Q15653
ENST00000313597	Q96IJ6
ENST00000313599	Q9NR16
ENST00000313601	P04899
ENST00000313608	Q9Y3D9
ENST00000313624	Q96J88
ENST00000313639	Q9UM11
ENST00000313640	Q96J88
ENST00000313648	O00182
ENST00000313654	Q16787
ENST00000313655	Q9BVC3
ENST00000313663	Q4AC94
ENST00000313667	Q92974
ENST00000313669	Q96A83
ENST00000313683	Q86V59
ENST00000313695	Q92974
ENST00000313698	Q6JQN1
ENST00000313708	Q9UH73
ENST00000313726	P78524
ENST00000313728	Q92851
ENST00000313732	Q9NXF8
ENST00000313733	Q9H1P3
ENST00000313735	P35228
ENST00000313766	Q8IXL6
ENST00000313777	Q9BT04
ENST00000313778	Q5D0E6
ENST00000313806	P53805
ENST00000313833	Q9NWN3
ENST00000313835	B7ZAQ6
ENST00000313838	Q9H069
ENST00000313843	Q12846
ENST00000313851	Q8N7L0
ENST00000313860	Q9UPQ0
ENST00000313871	Q02040
ENST00000313899	Q14103
ENST00000313940	Q8NGI8
ENST00000313949	O95467
ENST00000313961	O15539
ENST00000313965	Q53QW1
ENST00000313984	Q8NCR0
ENST00000314011	Q9C0F3
ENST00000314018	Q7RTS1
ENST00000314028	P48730
ENST00000314032	P55916
ENST00000314045	Q8TDD1
ENST00000314067	Q96FT9
ENST00000314070	Q8ND83
ENST00000314073	Q6AI39
ENST00000314088	Q93077
ENST00000314099	A4FU28
ENST00000314100	Q96Q07
ENST00000314103	Q13112
ENST00000314117	Q8IUW5
ENST00000314124	Q8WWA1
ENST00000314126	Q92667
ENST00000314128	P52630
ENST00000314133	P10176
ENST00000314134	Q96A29
ENST00000314138	P46776
ENST00000314140	Q86YW7
ENST00000314144	Q92526
ENST00000314146	Q13510
ENST00000314151	Q8NCF0
ENST00000314163	P0CG08
ENST00000314167	O14976
ENST00000314174	Q86V48
ENST00000314177	O14770
ENST00000314191	P78527
ENST00000314214	P16157
ENST00000314218	Q6ZW61
ENST00000314222	Q53GA4
ENST00000314228	Q86XF7
ENST00000314235	Q9NPA1
ENST00000314250	Q63HR2
ENST00000314251	P11168
ENST00000314254	Q96LA9
ENST00000314256	Q12767
ENST00000314259	Q8NH72
ENST00000314261	Q9BQF6
ENST00000314262	P78316
ENST00000314265	Q8WTQ1
ENST00000314276	Q63HR2
ENST00000314289	P78317
ENST00000314319	Q9P2N2
ENST00000314328	Q69YQ0
ENST00000314332	P62807
